node,hopcount,latency,power,deploymentPenalty,utilization
0,3,285,626,15400,0
1,3,285,735,8700,0
2,3,324,773,12080,0
3,3,273,686,15360,0
4,3,334,743,19680,0
5,3,327,770,14880,0
6,2,258,630,2900,0
7,3,236,643,19380,0
8,4,380,665,16300,0
9,4,378,748,8580,0
10,4,458,761,10380,0
11,4,361,557,17540,0
12,4,409,741,19400,0
13,4,491,652,7080,0
14,4,405,712,11480,0
15,3,398,790,11260,0
16,4,450,679,9460,0
17,3,410,557,6520,0
18,4,416,643,13480,0
19,4,408,777,17660,0
20,4,393,662,18540,0
21,3,432,744,6240,0
22,4,344,785,12200,0
23,4,286,799,13540,0
24,4,542,684,2560,0
25,4,505,573,17060,0
26,4,439,739,5180,0
27,4,432,544,2900,0
28,4,457,773,11900,0
29,4,299,691,1500,0
30,4,463,611,8440,0
31,4,418,789,1400,0
32,4,387,741,5000,0
33,4,540,530,9080,0
34,4,427,605,13300,0
35,4,363,530,1740,0
36,4,542,720,7800,0
37,4,480,702,4220,0
38,3,378,754,13860,0
39,4,470,633,12340,0
40,3,404,671,8780,0
41,4,437,752,7780,0
42,4,384,723,1220,0
43,4,437,572,6340,0
44,4,381,608,6460,0
45,3,436,715,12800,0
46,3,300,500,13360,0
47,4,460,691,5540,0
48,4,403,624,11800,0
49,4,359,699,8940,0
50,4,441,547,5920,0
51,4,377,727,11660,0
52,4,366,640,6920,0
53,3,298,556,16440,0
54,4,425,718,2580,0
55,4,346,595,13900,0
56,4,431,747,1040,0
57,1,0,695,3260,5
58,4,554,530,19600,4
59,4,508,582,2540,0
60,4,370,540,17380,0
61,4,320,762,7600,0
62,3,303,704,1760,0
63,4,504,773,18840,0
64,4,494,697,14320,0
65,4,342,612,13160,0
66,4,322,502,12160,0
67,4,494,716,16000,0
68,4,437,549,1780,0
69,4,632,665,8500,0
70,4,442,514,5540,0
71,4,468,621,2340,0
72,4,366,773,2880,0
73,3,430,603,19560,0
74,4,258,590,9100,0
75,4,459,688,18480,0
76,3,162,519,13140,0
77,4,576,502,2160,0
78,3,309,647,9520,0
79,3,404,610,9040,0
80,4,321,629,15780,0
81,4,408,711,17420,0
82,4,450,535,13860,0
83,4,386,785,1800,0
84,4,358,613,4760,1
85,3,308,795,19800,0
86,4,559,764,13920,0
87,4,392,650,7120,0
88,4,370,683,4840,0
89,4,336,770,19300,0
90,4,430,577,3820,0
91,3,346,716,12080,0
92,4,368,761,2600,0
93,3,330,504,1760,0
94,4,359,544,4040,0
95,4,379,771,10600,1
96,4,381,742,13900,0
97,4,300,772,15200,0
98,2,66,748,12380,0
99,3,294,676,8380,0
100,4,328,500,13480,0
101,4,340,519,5820,0
102,4,386,622,6740,0
103,4,328,538,13180,0
104,4,492,510,2040,0
105,4,410,715,17420,0
106,4,520,623,19760,0
107,4,404,641,1880,0
108,4,358,689,12740,0
109,4,413,615,7580,0
110,3,188,683,17760,0
111,4,411,537,7420,0
112,4,270,538,15980,0
113,4,273,762,18420,0
114,5,583,736,10860,0
115,5,668,727,9440,0
116,5,435,513,2420,0
117,5,584,784,18120,0
118,5,381,528,5100,0
119,5,648,710,15820,0
120,5,566,628,3140,0
121,5,443,625,18780,0
122,5,523,509,14960,0
123,5,488,776,1560,0
124,5,623,521,2480,0
125,5,645,502,7600,0
126,5,420,768,2340,0
127,5,599,782,13800,0
128,5,706,507,8020,0
129,5,495,533,4540,0
130,5,536,790,3460,0
131,5,465,782,6560,0
132,5,561,798,4500,0
133,5,577,770,3960,0
134,5,601,573,7000,0
135,5,409,513,8980,0
136,5,615,522,2480,0
137,4,254,542,15080,0
138,5,408,633,2600,0
139,5,569,622,2100,0
140,5,559,561,7080,0
141,4,419,739,19060,0
142,5,582,739,14080,0
143,5,614,629,15600,0
144,5,577,542,18820,0
145,5,364,561,10180,0
146,5,483,502,12760,0
147,5,523,664,12960,0
148,5,551,704,9960,0
149,4,662,584,15480,0
150,4,523,512,17800,0
151,5,300,619,12060,0
152,5,576,727,6380,0
153,5,408,5000,0,64
154,5,696,574,11080,0
155,5,594,587,8880,0
156,5,455,659,12920,0
157,4,466,734,8660,0
158,5,673,689,8060,0
159,5,596,677,8240,0
160,4,260,642,7720,0
161,5,474,595,14200,0
162,5,576,724,6700,0
163,4,426,641,1480,0
164,5,590,520,11020,0
165,5,564,701,15100,0
166,5,440,800,12800,0
167,4,443,568,14820,0
168,5,446,638,3000,0
169,5,675,770,9020,2
170,5,674,657,14480,0
171,5,614,737,9440,0
172,5,818,566,8400,0
173,4,233,514,12140,0
174,5,586,556,2600,0
175,5,664,683,4280,0
176,4,408,585,10740,0
177,4,428,690,9700,0
178,5,734,779,19140,0
179,5,632,711,10320,0
180,5,611,549,1820,0
181,5,687,736,3660,0
182,5,522,777,8540,0
183,5,706,765,2940,0
184,5,542,597,9660,0
185,5,590,563,8000,0
186,4,471,702,4820,0
187,5,471,576,17340,1
188,5,476,781,1840,0
189,4,555,514,14780,0
190,5,656,535,9740,0
191,5,570,624,15540,0
192,4,526,628,2460,0
193,5,712,554,1740,2
194,6,736,781,17560,2
195,6,820,585,11580,0
196,6,782,632,6640,2
197,5,457,569,5960,1
198,7,992,720,2880,0
199,6,697,698,15000,2
